English,CEFR,gender,word,wordAudio,pronunciation,transliteration,definition,sentenceAudio,example,sentenceTranslation
touch combat,B2,masculine,קרב מגע,,קְרַב מַגָּע,krav magá,,,החיילים התאמנו בקרב מגע.,The soldiers trained in hand-to-hand combat.
"close, near",A2,adjective,קרוב,X,קָרוֹב,karóv,שאינו רחוק,,הבית שלנו קרוב לבית ספר.,Our house is close to the school.
"relative, family member",A2,masculine,קרוב,X,קָרוֹב,karóv,אדם קרוב במשפחה,,הקרוב שלי גר בחו”ל.,My relative lives abroad.
ice,A2,masculine,קרח,X,קֶרַח,kéraħ,מים קפואים,,במקרר יש קרח למשקה.,There is ice in the fridge for the drink.
iceberg,B2,masculine,קרחון,,קַרְחוֹן,karħon,,,הקרחון הענק צף באוקיינוס.,The giant iceberg floated in the ocean.
reading,A2,feminine,קריאה,X,קְרִיאָה,kiriá,פעולת קריאה בקול,,הקריאה שלה מהירה וברורה.,Her reading is fast and clear.
career,A2,feminine,קריירה,X,קַרְיֵירָה,karyéra,דרך מקצועית בחיים,,האשה מתחלת קרירה חדשה.,The woman is starting a new career.
"corner, horn",B1,feminine,קרן,,קֶרֶן,kéren,פינה או קרן אור,,האור יצא מהקרן של המנורה.,The light came from the corner of the lamp.
street corner,B2,feminine,קרן רחוב,,קֶרֶן רְחוֹב,kéren reħóv,,,בקרן הרחוב עמדו שני אנשים ודיברו.,At the street corner two people stood and talked.
ground,B1,feminine,קרקע,,קַרְקָע,karká,האדמה שמתחת לרגליים,,הקרקעה לעיתים רטובה אחרי הגשם.,The ground is sometimes wet after the rain.
"hard, difficult",A1,adjective,קשה,X,קָשֶׁה,kashé,"שאינו קל, דורש מאמץ",X,המבחן היה קשה.,The test was difficult.
"contact, connection",A2,masculine,קשר,X,קֶשֶׁר,késher,חיבור בין אנשים או דברים,,הקשר ביניהם חזק מאוד.,The connection between them is very strong.
eye contact,B2,masculine,קשר עין,,קֶשֶׁר עַיִן,késher'áyin,,,המורה שמר קשר עין עם התלמידים.,The teacher kept eye contact with the students.
cathedral,B2,feminine,קתדרלה,,קַתֶּדְרָלָה,katedrala,,,הקתדרלה נבנתה בסגנון גותי.,The cathedral was built in a Gothic style.
see,A1,verb,ראה,X,רָאָה,raá,קליטת מראה בעין,X,הוא ראה ציפור בשמים.,He saw a bird in the sky.
mirror,A2,masculine,ראי,X,רְאָי,rií,זכוכית שמחזירה דמות,,היא הסתכלה בראי וחייכה.,She looked in the mirror and smiled.
interview,B1,verb,ראיין,,רִאְיֵין,rayen,שאל שאלות לראיון,,העיתונאי ריאיין את הנשיא לעיתון.,The journalist interviewed the president for the newspaper.
head,A1,masculine,ראש,X,רֹאשׁ,rosh,החלק העליון של הגוף,X,הראש שלי כואב.,My head hurts.
Jewish New Year,A2,masculine,ראש השנה,X,רֹאשׁ הַשָּׁנָה,rosh hashaná,חג יהודי שבו תוקעים בשופר,,בראש השנה אוכלים תפוח בדבש.,"On Rosh Hashanah, people eat apples with honey."
prime minister,B1,masculine,ראש ממשלה,,רֹאשׁ מֶמְשָׁלָה,rosh memshalá,ראש הממשלה במדינה,,ראש הממשלה התראיין לעיתונות.,The prime minister gave an interview to the press.
mayor,B1,masculine,ראש עירייה,,רֹאשׁ עִירִיָּה,rosh iriyá,האחראי לניהול עיר,,ראש העיריה נשא נאום בפני התושבים.,The mayor gave a speech to the residents.
first,A1,adjective,ראשון,X,רִאשׁוֹן,rishón,בסדר ראשון,X,היום הראשון בחודש.,Today is the first day of the month.
main,B1,adjective,ראשי,,רָאשִׁי,rashí,החשוב ביותר,,זה הכניסה הראשית לבניין.,This is the main entrance to the building.
"first, firstly",B2,feminine,ראשית,,רֵאשִׁית,reshít,,,ראשית נבחן את הנתונים ואחר כך נקבל החלטה.,Firstly we will examine the data and afterwards make a decision.
"many, much",A1,masculine,רב,X,רַב,rav,רב במספר או בכמות,X,יש רבים בכיתה.,There are many people in the class.
rabbi,A2,masculine,רב,X,רַב,rav,מורה רוחני ביהדות,,הרב דיבר בבית הכנסת.,The rabbi spoke in the synagogue.
stain,C,masculine,רבב,,רֶבֶב,r'váv,כתם קטן,,הבגד נשאר עם רבב קטן אחרי הכביסה.,The garment was left with a small stain after washing.
ten thousand,C,feminine,רבבה,,רְבָבָה,r'vavá,עשרת אלפים,,במסיבה השתתפו רבבה של חוגגים.,A multitude of revelers attended the party.
rabbinical,C,adjective,רבני,,רַבָּנִי,rabani,שייך לרבנים או להלכה,,בית הדין הרבני דן במקרים משפחתיים.,The rabbinical court dealt with family cases.
"relaxed, calm",A2,adjective,רגוע,X,רָגוּעַ,ragúa,שקט ושליו,,הילד רגוע אחרי הטיול.,The child is calm after the hike.
"usual, normal, ordinary",A2,adjective,רגיל,X,רָגִיל,ragíl,כמו כל דבר רגיל,,זה יום רגיל בעבודה.,This is a normal day at work.
sensitive,A2,masculine,רגיש,X,רָגִישׁ,ragísh,בעל רגישות יתרה,,העור שלי רגיש לשמש.,My skin is sensitive to the sun.
"foot, leg",A1,feminine,רגל,X,רֶגֶל,régel,איבר בגוף המשמש להליכה,X,הרגל כואבת לי.,My leg hurts.
moment,A1,masculine,רגע,X,רֶגַע,réga,יחידת זמן קצרה,X,"רגע אחד, אני בא!","One moment, I'm coming!"
emotion,B1,masculine,רגש,,רֶגֶשׁ,régesh,תחושה פנימית של אדם,,הסרט הזה עורר אצלי רגש חזק.,This movie evoked a strong emotion in me.
emotional,B2,adjective,רגשי,,רִגְשִׁי,rigshí,,,הוא היה במצב רגשי מאוד באותו ערב.,He was in a very emotional state that evening.
"emotionalness, sentimentality",B2,feminine,רגשנות,,רִגְשָׁנוּת,ragshanút,,,הסרט עורר רגשנות רבה בקהל.,The film aroused a lot of sentimentality in the audience.
shallow,B1,adjective,רדוד,,רָדוּד,radúd,שאינו עמוק,,הנהר באזור הזה רדוד ואינו מסוכן לשחיה.,The river in this area is shallow and not dangerous for swimming.
radio,A1,masculine,רדיו,X,רָדִיוֹ,rádyo,מכשיר לשידור קול,X,הרדיו משמיע מוסיקה.,The radio is playing music.
radius,B2,masculine,רדיוס,,רֶדְיוּס,rádyus,,,המעגל נמדד לפי רדיוס קבוע.,The circle was measured according to a fixed radius.
majority,A2,masculine,רוב,X,רוֹב,rov,רוב הקהל או האנשים,,הרוב החליט להצביע בעד ההצעה.,The majority decided to vote in favor of the proposal.
wind,A1,noun,רוח,X,רוּחַ,rúaħ,תנועה של אוויר,X,הרוח נושבת בחוץ.,The wind is blowing outside.
"spirit, ghost",B2,noun,רוח,,רוּחַ,rúaħ,,,הרוח נשבה בעוצמה על החוף.,The wind blew strongly on the beach.
"Holy Spirit, the",B2,noun,רוח הקדש,,רוּחַ הַקֹּדֶשׁ,rúaħ hakódesh,,,המאמינים התפללו לרוח הקדש.,The believers prayed to the Holy Spirit.
width,B1,masculine,רוחב,,רוֹחַב,róħav,המרחק לרוחב,,רוחב הרחוב מספיק לשני כבישים.,The width of the street is enough for two lanes.
spiritual,B1,adjective,רוחני,,רוּחָנִי,ruħaní,שייך לרוח או לנפש,,המוסיקה משפיעה עלי באופן רוחני.,Music affects me in a spiritual way.
height,B2,masculine,רום,,רוֹם,róm,,,מטוס טיפס עד רום של עשרת אלפים מטרים.,A plane climbed to an altitude of ten thousand meters.
Rome,A1,feminine,רומא,X,רוֹמָה,róma,עיר הבירה של איטליה,X,רומא היא עיר באיטליה.,Rome is a city in Italy.
"novel, romance",B1,masculine,רומן,,רוֹמָן,román,ספר המספר על אהבה או סיפור חיים,,הספר הזה הוא רומן אהבה.,This book is a romance novel.
Russian,A2,adjective,רוסי,X,רוּסִי,rusí,שייך לרוסיה,,התלמיד הזה רוסי.,That student is Russian.
Russia,A1,feminine,רוסיה,X,רוּסְיָה,rúsya,מדינה גדולה בצפון אירופה,X,אני גר ברוסיה.,I live in Russia.
Russian,A2,feminine,רוסית,X,רוּסִית,rusít,שפה שמדברים ברוסיה,,היא מדברת רוסית טוב.,She speaks Russian well.
doctor,A1,masculine,רופא,X,רוֹפֵא,rofé,אדם המטפל בחולים,X,הרופא בדק אותי.,The doctor examined me.
dentist,A2,masculine,רופא שיניים,X,רוֹפֵא שִׁינַיִם,rofé shináim,רופא שמטפל בשיניים,,הלכתי לרופא שיניים לביקור שנתי.,I went to the dentist for an annual checkup.
impression,B1,masculine,רושם,,רוֹשֶׁם,róshem,תחושה שהדבר מותיר,,האומן השאיר רושם עמוק על הקהל.,The artist left a strong impression on the audience.
wide,A2,adjective,רחב,X,רָחָב,raħáv,שאינו צר,,הרחוב רחב ויש מקום לרכבות ואופנים.,"The street is wide, with space for cars and bicycles."
street,A1,masculine,רחוב,X,רְחוֹב,reħóv,דרך בנויה בעיר,X,הרחוב הזה רחב.,This street is wide.
far,A1,masculine,רחוק,X,רָחוֹק,raħók,שאינו קרוב,X,הבית שלי רחוק.,My house is far.
washing,B2,feminine,רחצה,,רַחְצָה,raħatsá,,,במלון הייתה רחצה מפוארת.,The hotel had a luxurious bath.
wet,A2,adjective,רטוב,X,רָטוֹב,ratóv,מכוסה במים,,הכביש רטוב אחרי הגשם.,The road is wet after the rain.
lung,B2,feminine,ריאה,,רֵיאָה,reá,,,הרופא בדק את ריאותיו של המטופל.,The doctor checked the patient’s lungs.
interview,B1,masculine,ריאיון,,רֵיאַיוֹן,reayon,מפגש רשמי לשאלות ותשובות,,הראיון נערך במשרד.,The interview took place in the office.
jam,A2,feminine,ריבה,X,רִיבָּה,ribá,מאכל מתוק מפרי מבושל,,אני אוהב לאכול לחם עם ריבה.,I like to eat bread with jam.
"sovereign, master",B2,masculine,ריבון,,רִיבּוֹן,ribón,,,הריבון קבע את חוקי המדינה.,The sovereign set the laws of the state.
spy,B2,verb,ריגל,,רִיגֵּל,rigél,,,המרגל ריגל אחרי הדיפלומטים.,The spy spied on the diplomats.
smell,A2,masculine,ריח,X,רֵיחַ,réakh,ריח הנקלט באף,,יש ריח נעים בגן.,There is a pleasant smell in the garden.
concentration,B1,masculine,ריכוז,,רִיכּוּז,rikúz,יכולת לרכז מחשבה,,הריכוז במבחן חשוב כדי להצליח.,Concentration during the exam is important for success.
concentrate,B2,verb,ריכז,,רִיכֵּז,rikéz,,,המורה ריכז את התלמידים בכיתה.,The teacher concentrated the students in the classroom.
dance,A2,masculine,ריקוד,X,רִיקּוּד,rikúd,תנועה עם מוזיקה,,היה רקוד גדול במסבה.,There was a big dance at the party.
registration,B1,masculine,רישום,,רִישׁוּם,rishúm,כתיבה רשמית של פרטים,,הרישום לקורס נסגר בתוך שבוע.,Registration for the course closes in a week.
soft,A2,adjective,רך,X,רַךְ,raħ,שאינו קשה,,הכרית שלי רכה ונוחה.,My pillow is soft and comfortable.
vehicle,A2,masculine,רכב,X,רֶכֶב,réħev,כלי תחבורה לנסיעה,,הרכב עצר ליד האוטובוס.,The vehicle stopped next to the bus.
train,A1,feminine,רכבת,X,רַכֶּבֶת,rakévet,כלי תחבורה על מסילה,X,הרכבת מגיעה בשש.,The train arrives at six.
"high, important",B2,adjective,רם,,רָם,ram,,,הנאום נשמע רם וברור.,The speech sounded loud and clear.
"hint, clue",B1,masculine,רמז,,רֶמֶז,rémez,סימן שנותן רמז,,המורה נתן רמז לתשובה.,The teacher gave a hint to the answer.
traffic light,A2,masculine,רמזור,X,רַמְזוֹר,ramzór,מכשיר לכיוון תנועה בכביש,,"הרמזור ירוק, אנו יכולים לעבור.","The traffic light is green, we can cross."
"speaker, loudspeaker",B1,masculine,רמקול,,רַמְקוֹל,ramkól,מכשיר שמגביר קול,,הרמקול החדש נתן צליל חזק וברור.,The new speaker produced a loud and clear sound.
bad,A1,adjective,רע,X,רַע,ra,בעל תכונות שליליות,X,היום רע מאוד.,Today is very bad.
hungry,A1,adjective,רעב,X,רָעֵב,raév,בעל צורך באוכל,X,אני רעב ומחפש אוכל.,I am hungry and looking for food.
hunger,A2,masculine,רעב,X,רָעֵב,raáv,תחושת חוסר מזון,,היא היתה רעבה ואכלה משהו מהר.,She was hungry and ate something quickly.
earthquake,B2,feminine,רעידת אדמה,,רְעִידַת אֲדָמָה,ridát adamá,,,רעידת אדמה חזקה הורגשה בצפון.,A strong earthquake was felt in the north.
idea,A2,masculine,רעיון,X,רַעְיוֹן,raayón,מחשבה או הבזק שכלי,,יש לי רעיון לסיפור חדש.,I have an idea for a new story.
thunderclap,A2,masculine,רעם,X,רַעַם,ráam,קול חזק מהשמיים,,אחרי הברק שמענו רעם חזק.,"After the lightning, we heard a loud thunderclap."
noise,A2,masculine,רעש,X,רַעַשׁ,ráash,צליל לא נעים או חזק,,היה רעש חזק בחוץ.,There was a loud noise outside.
white noise,B2,masculine,רעש לבן,,רַעַשׁ לָבָן,ráash laván,,,הילד נרדם לצלילי רעש לבן.,The boy fell asleep to the sounds of white noise.
"medicine, medicinal studies",B1,feminine,רפואה,,רְפוּאָה,rfuá,תחום הרפואה או הלימודים הרפואיים,,הוא לומד רפואה ורצון להפריע לרפואים.,He studies medicine and wants to become a doctor.
medical,B1,adjective,רפואי,,רְפוּאִי,rfuí,שייך לרפואה,,זה טיפול רפואי חשוב.,This is an important medical treatment.
republic,B1,feminine,רפובליקה,,רֵפּוּבְּלִיקָה,repúblika,צורת שלטון מדינית,,הרפובליקה מנהלת בחירות דמוקרטיות.,The republic holds democratic elections.
republican,B2,adjective,רפובליקני,,רֵפּוּבְּלִיקָנִי,republikáni,,,הנשיא הרפובליקני נאם בפני העם.,The Republican president gave a speech before the people.
"desire, will",A2,masculine,רצון,X,רָצוֹן,ratsón,רצון פנימי לעשות דבר,,יש לי רצון ללימוד חדש.,I have a strong desire to learn something new.
recipe,B2,masculine,רצפט,,רֶצֶפּט,retsépt,,,הטבח נתן לי רצפט לעוגה.,The cook gave me a recipe for cake.
only,A1,adverb,רק,X,רַק,rak,"בלבד, לא יותר",X,אני רוצה רק מים.,I want only water.
dance,A2,verb,רקד,X,רָקַד,rakád,ביצע תנועות ריקוד,,האורח רקד כל הלילה.,The guest danced all night.
dancer,B1,masculine,רקדן,,רַקְדָן,rakdán,מי שרוקד במקצוע,,הרקדן מפגין כישרון על הבמה.,The dancer demonstrates talent on stage.
background,B1,masculine,רקע,,רֶקַע,réka,הרקע שמאחורי דבר,,ברקע של התמונה יש הרים.,There are mountains in the background of the picture.
list,A2,feminine,רשימה,X,רְשִׁימָה,r'shimá,רשימה של פריטים,,כתבתי רשימה לחנות.,I wrote a shopping list.
"write down, note",B1,verb,רשם,,רָשַׁם,rashám,כתב פרטים או רשם רשימה,,המורה רשם את שמו של התלמיד בפנקן.,The teacher wrote down the student’s name in the notebook.
official,B1,adjective,רשמי,,רִשְׁמִי,rishmí,בעל תוקף רשמי,,זה היה הדו”ח הרשמי של הממשלה.,This was the official government report.
that,A2,,ש,X,שׁ־,she,מילת חיבור או יחס,,זה הספר שאני ממליץ לך לקרוא.,This is the book that I recommend you to read.
question,A1,feminine,שאלה,X,שְׁאֵלָה,shielá,משפט המברר דבר מה,X,יש לי שאלה למורה.,I have a question for the teacher.
week,A1,masculine,שבוע,X,שָׁבוּעַ,shavúa,יחידת זמן של שבעה ימים,X,השבוע הבא אנו נלך לים.,Next week we will go to the sea.
broken,A2,adjective,שבור,X,שָׁבוּר,shavúr,שאינו שלם,,"הכיסא הזה שבור, אל תשב עליו.","This chair is broken, don’t sit on it."
broken-hearted,B2,adjective,שבור לב,,שָׁבוּר לֵב,shvúr lev,,,היא הרגישה שבורת לב אחרי הפרידה.,She felt broken-hearted after the breakup.
"path, way, trail",A2,masculine,שביל,X,שְׁבִיל,sh'víl,שביל או דרך צרה,,השביל הזה מוביל ליער.,This path leads to the forest.
Milky Way,B1,masculine,שביל החלב,,שְׁבִיל הַחָלָב,shvil hekhaláv,מערכת כוכבים בשביל החלב,,שביל החלב נראה בלילה ברור מאוד.,The Milky Way is clearly visible at night.
seven,A1,feminine,שבע,X,שֶׁבַע,shéva,המספר אחרי שש,X,יש לה שבע חברות.,She has seven friends.
"Saturday, sabbath",A1,feminine,שבת,X,שַׁבָּת,shabát,היום הקדוש והמנוחה ביהדות,X,בשבת אנחנו נוחים.,"On Saturday, we rest."
Saturn,B2,masculine,שבתאי,,שַׁבְתַּאִי,shabtái,,,שבתאי הוא כוכב לכת ענק.,Saturn is a giant planet.
erroneous,B2,adjective,שגוי,,שָׁגוּי,shagúy,,,הדו״ח הכיל מידע שגוי.,The report contained erroneous information.
error,A2,feminine,שגיאה,X,שְׁגִיאָה,shgi'á,טעות או שגיאה,,יש לך שגיאה במבחן.,You have an error on the test.
misspelling,B2,feminine,שגיאת כתיב,,שְׁגִיאַת כְּתִיב,shgi'át ktiv,,,במבחן נמצאה שגיאת כתיב אחת.,In the exam one spelling mistake was found.
breast,B2,masculine,שד,,שֵׁד,shad,,,התינוק ינק מחזה אמו.,The baby nursed from his mother’s breast.
"demon, devil",B2,masculine,שד,,שַׁד,shed,,,באגדה הופיע שד מאיים.,In the legend a threatening demon appeared.
field,A2,masculine,שדה,X,שָׂדֶה,sadé,שטח פתוח גדול,,השדה מלא פרחים.,The field is full of flowers.
airport,A2,masculine,שדה תעופה,X,שְׂדֵה תְּעוּפָה,sdé tufá,מקום שממנו ממריאים מטוסים,,שדה התעופה רחוק מהעיר.,The airport is far from the city.
"avenue, boulevard",B2,feminine,שדרה,,שְׁדֵרָה,sderá,,,השדרה הזאת מלאה בעצים יפים.,This avenue is full of beautiful trees.
spine,B2,feminine,שדרה,,שִׁדְרָה,shidrá,,,השדרה הראשית בעיר עמוסה במכוניות.,The city’s main boulevard was crowded with cars.
"Holocaust, catastrophe",B1,feminine,שואה,,שׁוֹאָה,shoá,חורבן גדול בעם היהודי,,השואה היתה אסון עצום לעולם.,The Holocaust was a great catastrophe for the world.
again,A1,adverb,שוב,X,שׁוּב,shuv,פעם נוספת,X,אני רוצה לנסות שוב.,I want to try again.
ice breaker,B2,feminine,שוברת קרח,,שׁוֹבֶרֶת קֶרַח,shovéret kéraħ,,,השיחה שוברת הקרח עזרה להתחיל את הפגישה.,The icebreaker conversation helped start the meeting.
robbery,B2,,שוד,,שׁוֹד,shod,,,המשטרה חקרה שוד בבנק.,The police investigated a bank robbery.
robber,B2,masculine,שודד,,שׁוֹדֵד,shodéd,,,השודד נתפס ונעצר.,The robber was caught and arrested.
pirate,B2,masculine,שודד ים,,שׁוֹדֵד יָם,shodéd yam,,,שודדי ים תקפו אונייה עתיקה.,Pirates attacked an ancient ship.
schwa,B2,masculine,שווא,,שְׁוָא,shva,,,בשפה העברית קיים סימן הניקוד שווא.,In the Hebrew language there is a diacritic sign called shva.
whip,B2,feminine,שוט,,שׁוֹט,shot,,,המורה השתמש בשוט כדי להדגים.,The teacher used a whip to demonstrate.
wander,B1,verb,שוטט,,שׁוֹטֵט,shotet,הלך בלי מטרה,,הילד שוטט ברחובות ללא מטרה.,The child wandered through the streets aimlessly.
table,A1,masculine,שולחן,X,שֻׁלְחָן,shulħán,רהיט להנחת חפצים ואכילה,X,השולחן במטבח גדול.,The table in the kitchen is big.
garlic,A2,masculine,שום,X,שׁוּם,shum,תבלין חריף מהמטבח,,אני אוהב להוסיף שום לתבשילים.,I like adding garlic to dishes.
any,A2,,שום,X,שׁוּם,shum,אין אף דבר,,אין לי שום רעיון מה לעשות.,I have no idea what to do.
anything,A2,,שום דבר,X,שׁוּם דָּבָר,shum davár,חוסר מוחלט של משהו,,הוא לא אמר שום דבר כל היום.,He didn’t say anything all day.
"guard, protector",B1,masculine,שומר,,שׁוֹמֵר,shomér,מי ששומר על אחרים,,השומר שמר על המבנה כל הלילה.,The guard watched over the building all night.
bodyguard,B2,masculine,שומר ראש,,שׁוֹמֵר רֹאשׁ,shomér rósh,,,השומר ראש שלו מלווה אותו לכל מקום.,His bodyguard accompanies him everywhere.
different,A2,adjective,שונה,X,שׁוֹנֶה,shoné,שאינו דומה,,הספר הזה שונה מכל הסדרה.,This book is different from the rest of the series.
difference,B1,masculine,שוני,,שׁוֹנִי,shóni,שוני בין דברים,,יש שוני רבים בין התרבויות.,There are many differences between cultures.
market,A2,masculine,שוק,X,שׁוּק,shuk,מקום למכירת סחורות,,אנחנו הולכים לשוק בכל יום שישי.,We go to the market every Friday.
stock market,B2,masculine,שוק מניות,,שׁוּק מְנָיוֹת,shuk menayót,,,שוק המניות ירד אתמול בחדות.,The stock market fell sharply yesterday.
black market,B2,masculine,שוק שחור,,שׁוּק שָׁחוֹר,shuk shaħór,,,שוק שחור מגדיל את הפרות הכלכליות.,The black market increases economic violations.
chocolate,A1,masculine,שוקולד,X,שׁוֹקוֹלָד,shokolád,מעדן מתוק מחומר הקקאו,X,אני אוהב שוקולד מתוק.,I love sweet chocolate.
survive,B1,verb,שורד‎,,שׁוֹרֵד,sarád,נשאר בחיים לאחר סכנה,,החייל שרד את המלחמה הקשה.,The soldier survived the tough war.
root,B1,masculine,שורש,,שֹׁרֶשׁ,shóresh,החלק התחתון של צמח,,השורש של העץ מחזיק אותו באדמה.,The tree’s root holds it firmly in the ground.
swim,A2,verb,שחה,X,שָׂחָה,saħá,זז במים בתנועת גוף,,הילדה שחתה בבריכה.,The girl swam in the pool.
black,A1,adjective,שחור,X,שָׁחוֹר,shaħór,צבע בין אפור ללבן,X,הכובע שחור.,The hat is black.
swimming,A2,feminine,שחיה,X,שְׂחִיָּה,sħiyá,פעולה של שחייה,,השחיה היא ספורט בריא.,Swimming is a healthy sport.
"actor, player",A2,masculine,שחקן,X,שַׂחְקָן,saħkán,אדם המשחק בהצגה או במשחק,,השחקן נכנס לבמה.,The actor entered the stage.
row,B2,verb,שט,,שָׁט,shat,,,המלחים שייטו בנהר.,The sailors rowed in the river.
"area, surface",B1,masculine,שטח,,שֶׁטַח,shétaħ,שטח של מקום או אדמה,,השטח הזה גדול מאוד.,This area is very large.
"carpet, rug",A2,masculine,שטיח,X,שָׁטִיחַ,shatíaħ,כיסוי בד על הרצפה,,השטיח הזה יפה מאוד.,This carpet is very beautiful.
red carpet,B2,masculine,שטיח אדום,,שָׁטִיחַ אָדוֹם,shatíaħ adóm,,,השטיח האדום נפרש בטקס הפרסים.,The red carpet was spread at the awards ceremony.
washing,B2,feminine,שטיפה‎,,שְׁטִיפָה,shtifá,,,הכביסה עברה שטיפה יסודית.,The laundry went through a thorough wash.
brain-washing,B2,feminine,שטיפת מוח,,שְׁטִיפַת מוֹחַ,shtifát móaħ,,,הכת הפרימיטיבית האמינה בשטיפת מוח.,The primitive sect believed in brainwashing.
drive crazy,B2,verb,שיגע,,שִׁגֵּעַ,shigéa,,,הרעש שיגע את כל השכנים.,The noise drove all the neighbors crazy.
craziness,B2,masculine,שיגעון,,שִׁגָּעוֹן,shigaón,,,אהבתו הפכה לשיגעון אמיתי.,His love turned into real madness.
conversation,A2,feminine,שיחה,X,שִׂיחָה,siħá,שיחה בין אנשים,,היתה לנו שיחה על תוכניות לעתיד.,We had a conversation about future plans.
"system, method",B1,feminine,שיטה,,שִׁיטָה,shitá,שיטה או דרך פעולה,,זאת שיטה חדשה ללימוד עברית.,This is a new method for learning Hebrew.
flood,B2,masculine,שיטפון,,שִׁיטָפוֹן,shitafon,,,הכפר הוצף בשיטפון גדול.,The village was flooded in a great flood.
"pay, make peace",A2,verb,שילם,X,שִׁילֵּם,shilém,העביר כסף עבור דבר או יצר שלום,,הוא שילם על הארוחה.,He paid for the meal.
use,A2,masculine,שימוש,X,שִׁימוּשׁ,shimúsh,פעולה של עשיית שימוש במשהו,,השימוש במחשב קל.,The use of the computer is easy.
useful,B1,adjective,שימושי,,שִׁימוּשִׁי,shimushí,שיש בו תועלת,,התוכנה הזאת מאוד שימושית לעבודה.,This software is very useful for work.
sleep,A2,feminine,שינה,X,שֵׁינָה,sheiná,מצב שבו ישנים,,"אחרי יום עמוס, שינה טובה חשובה מאוד.","After a busy day, good sleep is very important."
change,B1,verb,שינה,,שֵׁינָה,shiná,שינה מצב או מראה,,הוא שינה את הדירה שלו לחודרה יפה.,He changed his apartment into a beautiful room.
change,A2,masculine,שינוי,X,שִׁינוּי,shinúi,מעבר מדבר אחד לאחר,,המזגן עשה שינוי בטמפרטורה.,The air conditioner made a change in temperature.
climate change,B2,masculine,שינוי אקלים,,שִׁינוּי אַקְלִים,shinúi aklím,,,העולם מתמודד עם שינוי אקלים חריף.,The world is dealing with severe climate change.
teeth,A1,feminine,שיניים,X,שִׁינַיִם,shináyim,האיברים בפה לחיתוך ולעיסה,X,השיניים שלי לבנות.,My teeth are white.
"lesson, rate",A1,masculine,שיעור,X,שִׁעוּר,shiúr,שיעור לימוד או קצב,X,השיעור היום היה קל.,Today's lesson was easy.
homework,A1,masculine,שיעורי בית,X,שִׁעוּרֵי בַּיִת,shiuréi habáyit,משימות לימודיות לבית,X,יש לי הרבה שיעורי בית.,I have a lot of homework.
hair,A2,masculine,שיער,X,שֵׂיעָר,seár,שיער הראש או הגוף,,השער שלה ארוך ונהיר.,Her hair is long and shiny.
improvement,B1,masculine,שיפור,,שִׁיפּוּר,shipúr,תהליך של שיפור,,נראה שיפור בהצלחת הפרויקט.,There is an improvement in the project's success.
improve,B1,verb,שיפר,,שִׁיפֵּר,shipér,עשה דבר טוב יותר,,התלמיד שיפר את הכתיבה שלו.,The student improved his writing.
"song, poem",A1,masculine,שיר,X,שִׁיר,shir,לחן עם מילים או בלעדיהן,X,השיר הזה יפה.,This song is beautiful.
service,A2,masculine,שירות,X,שֵׁרוּת,sheirút,עזרה או עשייה למען מישהו,,השירות במסעדה היה מעולה.,The service in the restaurant was excellent.
"services, restroom, bathroom",A1,masculine,שירותים,X,שֵׁרוּתִים,sherutím,חדר לשימוש אישי לצרכים גופניים,X,השירותים נמצאים בקומה הראשונה.,The restrooms are on the first floor.
serve,B1,verb,שירת,,שֵׁירֵת,sherét,מילא תפקיד בשירות,,המלצר שירת אותנו באדיבות.,The waiter served us politely.
neighborhood,A2,feminine,שכונה,X,שְׁכוּנָה,shħuná,חלק בעיר שבו גרים אנשים,,השכונה שלנו שקטה ונעימה.,Our neighborhood is quiet and pleasant.
neighbor,A2,masculine,שכן,X,שָׁכֵן,shaħén,אדם המתגורר ליד מקום מגוריך,,השכן הביא לי עוגה.,The neighbor brought me a cake.
"wage, fee",B1,masculine,שכר,,שָׂכָר,saħár,כסף שמקבלים על עבודה,,השכר שלי עלה אחרי שנה בחברה.,My wage increased after a year at the company.
of,A1,preposition,של,X,שֶׁל,shel,מילת יחס לציון שייכות,X,התיק של הילד בכיתה.,The boy's bag is in the classroom.
snow,A2,masculine,שלג,X,שֶׁלֶג,shéleg,מים קפואים,,השלג נפל על הרחוב.,The snow fell on the street.
her,A1,adjective,שלה,X,שֶׁלָּהּ,shelá,צורת שייכות לנקבה,X,התיק הזה שלה.,This bag is hers.
their,A1,adjective,שלהם,X,שֶׁלָּהֶם,shelahém,צורת שייכות לרבים זכר,X,הספר שלהם על השולחן.,Their book is on the table.
his,A1,masculine,שלו,X,שֶׁלּוֹ,sheló,צורת שייכות לזכר,X,הכובע הזה שלו.,This hat is his.
peaceful,B1,adjective,שלו,,שָׁלוֹו,shálev,שקט ונינוח,,הכפר הזה שליו ומרגיע.,This village is peaceful and calming.
"hello, goodbye",A1,phrase,שלום,X,שָׁלוֹם,shalóm,ברכה או פרידה,X,"שלום, מה שלומך?","Hello, how are you?"
peace,A2,masculine,שלום,X,שָׁלוֹם,shalóm,מצב ללא מלחמה,,העולם צריך שלום יותר ממלחמות.,The world needs peace more than wars.
three,A1,feminine,שלוש,X,שָׁלוֹשׁ,shalósh,המספר אחרי שתיים,X,יש לנו שלוש כוסות.,We have three cups.
sign,A1,masculine,שלט,X,שֶׁלֶט,shélet,סימן חזותי על לוח או קיר,X,השלט על הדלת.,The sign is on the door.
